,S_U,S_L,R_L,R_U
119,0.0,-0.0,3076.476458314434,2952.0075689279997
120,0.0,-0.0,5096.813297303976,3538.7198170559996
121,0.0,-0.0,6718.7478053376,5316.112804032
122,0.0,-0.0,6797.9480084064,5297.666475743999
123,0.0,-0.0,14107.989891801599,12555.4040928
124,0.0,-0.0,27700.1966429568,27068.49915552
125,0.0,-0.0,18372.1264448544,18095.25300768
126,0.0,-0.0,10487.868213139198,10365.646412159998
127,0.0,-1.1368683772161603e-13,7279.456681008,7205.9688892799995
128,0.0,449.0001204711897,4368.8640943007995,4286.093634143999
129,0.0,449.0001204711897,3868.2353336487895,3308.4382348799995
130,0.0,-0.0,3641.4242126208,3492.90151776
131,0.0,224.500060235595,2991.59713094961,3190.024708128
