#
#
# US Geological Survey, Water Resources Data
# retrieved: 2022-11-17 19:17:02 EST      (sdww02)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 14033500 UMATILLA RIVER NEAR UMATILLA, OR
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		113294	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	14033500	00060	113294	2016	5	201.5
USGS	14033500	00060	113294	2016	6	93.9
USGS	14033500	00060	113294	2016	7	56.2
USGS	14033500	00060	113294	2016	8	55.9
USGS	14033500	00060	113294	2016	9	97.1
USGS	14033500	00060	113294	2016	10	226.5
USGS	14033500	00060	113294	2016	11	324.4
USGS	14033500	00060	113294	2016	12	431.2
USGS	14033500	00060	113294	2017	1	336.6
USGS	14033500	00060	113294	2017	2	1538
USGS	14033500	00060	113294	2017	3	3139
USGS	14033500	00060	113294	2017	4	2043
USGS	14033500	00060	113294	2017	5	748.6
USGS	14033500	00060	113294	2017	6	217.7
USGS	14033500	00060	113294	2017	7	74.3
USGS	14033500	00060	113294	2017	8	54.4
USGS	14033500	00060	113294	2017	9	135.2
USGS	14033500	00060	113294	2017	10	225.1
USGS	14033500	00060	113294	2017	11	447.8
USGS	14033500	00060	113294	2017	12	546.1
USGS	14033500	00060	113294	2018	1	1333
USGS	14033500	00060	113294	2018	2	1354
USGS	14033500	00060	113294	2018	3	1199
USGS	14033500	00060	113294	2018	4	1779
USGS	14033500	00060	113294	2018	5	300
USGS	14033500	00060	113294	2018	6	184.3
USGS	14033500	00060	113294	2018	7	67.8
USGS	14033500	00060	113294	2018	8	56.1
USGS	14033500	00060	113294	2018	9	97
USGS	14033500	00060	113294	2018	10	212
USGS	14033500	00060	113294	2018	11	230.6
USGS	14033500	00060	113294	2018	12	365.6

